standard_smiles
CC(C(=O)NO)N(Cc1ccccc1Cl)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)N1C/C=C/CCCC(=O)O
NCCc1ccc(S(N)(=O)=O)cc1
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1
O=C(/C=C/c1ccccc1[N+](=O)[O-])c1ccccc1
C1=COc2c(cccc2N2CCNCC2)O1
COc1ccc(CNCCc2c[nH]c3ccc(OC)cc23)cc1
COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C
CC(=O)OCC[N+](C)(C)C
Cc1ccc2c(c1C)N1[C@H](CNC[C@H]1C)C2
Cc1cc2cc(NC(=O)c3ccc(Cl)c(Cl)c3)ccc2[nH]1
c1ccc(-n2cnc3cc4c(cc32)C2CNCC4C2)cc1
CCCC(C)c1cc(=O)n(C(=O)N2CCC2)o1
CSc1cc(Cc2cnc(N)nc2N)cc2c1NC(C)(C)C=C2C
CCCCC[C@@]12CCN(C)C[C@@H]1Oc1ccc(O)cc12
CC(C)CN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13
CN(C)S(=O)(=O)c1ccc(OCC2CC2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1
O=C(CNc1cccc(Oc2cccnc2)c1)N/N=C/c1ccncc1
Cc1ccc2c(O)cc(-c3cccc([N+](=O)[O-])c3)nc2n1
N#Cc1c(-c2ccc(F)cc2)cc(C2CC2)nc1N
COc1cc(CNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)ccc1O
Cl.OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCCN21
CCCN(CC(=O)O)C(=O)C(C)(C)Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O
C=Cc1sc2ccc(Cl)c3c2c1CN(C)CC3
c1cnc([C@@H]2CN3CCC[C@@H]3c3cc(OCCCN4CCOCC4)ccc32)cn1
CC(c1ccccc1)N1CCC(N2C(=O)Cc3ccccc32)CC1
CCc1nn(Cc2ccc(C(=O)NC3CCC4CCCCC4C3)cc2)c(CC)c1CC(=O)O
COc1ccc([S@+]([O-])c2ccc(C(=O)C3CCN(C4CCCCC4)CC3)cc2)cc1
CCNCCOc1cc(COc2ccccc2)on1.Cl
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccccc1
CN1Cc2c(N)cccc2C(c2ccccc2)C1
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1C(C)C
Cc1ccc(N2CC[C@H](N3CC[C@H](c4ccc(O)cc4)[C@@H](F)C3)C2=O)cc1F
O=C(O)C[C@@H]1Nc2ccc(C(=O)NCc3nc4ccccc4[nH]3)cc2CN(CCc2cccnc2)C1=O
O=C(O)c1ccc(Cl)nc1
COc1ccc(-c2cc(-c3ccccc3)c(=O)n(C)c2-c2ccncc2)cc1
COc1cccc(-c2cnc3nc(C(F)(F)F)ccn23)n1
NCCn1cc(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cccnc21
CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3CC[C@@H](N)C3)c2c1Cl
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1cccc(Cl)c1)C2
CN[C@H](C)COc1cnc(Cl)c(Br)c1
Cc1c(C(=O)/C=C/NCCc2ccc(S(N)(=O)=O)cc2)sc2nc3ccccc3n12
Nc1nnc(S(N)(=O)=O)s1
CCCN(CCCCOc1ccn2nccc2c1)[C@H]1CCc2c(O)cccc2C1
CC(C)(O)[C@@H](CCc1ccc(C(F)(F)F)cc1)n1cnc2c(N)ncnc21
COc1ccc2c(c1)Cc1ccccc1CCN(C)CC2
O=c1[nH]cnc2c(CNC[C@@H](O)CO)c[nH]c12
COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1
O=C1c2ccccc2C(=O)N1CCCN1CCC(c2c[nH]c3ccccc23)CC1
Cc1[nH]c(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2c1C(=O)NCC2
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N(C)C)cc3)[nH]c2c1=O
O=C1/C(=C/c2cccc(Cl)c2)c2ccccc2N1S(=O)(=O)c1cccc(Cl)c1
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4c[nH]nn4)cc23)CC1
CCN(CC)c1nc2sc3c(c2c(=O)o1)C(C)CCC3
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3sccc3c2=O)CC1
N#Cc1cccc(CNC(=O)Nc2ccc([C@H]3CNCCO3)cc2F)c1
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2
Clc1cccc(Cl)c1NC1=NCCN1
Cl.NCCCCCC(=O)N1C[C@H](NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@@H](S)C1
CNc1ccc(N2C(=O)c3ccc(OCCCF)cc3C2=O)cc1
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CC(Nc1nc(N)nc(NCCc2cccs2)n1)c1ccc(F)cc1
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2
N[C@@H]1[C@H]2CC[C@H](C2)[C@H]1c1ccc(Cl)nc1
COC(=O)Nc1ccc2c(c1)OCCc1cc(C(=O)N(C)c3ccccc3Cl)sc1-2
C[C@@]1(O)COc2ccc(C#CC3(O)CCCC3)cc2-c2nc(C(N)=O)sc21
CC(C)(C(=O)Nc1nncs1)C(c1ccccc1)c1ccc2c(-c3cccc(C#N)c3)ncn2c1
O=[N+]([O-])c1ccc(O)c(CSCCn2c(-c3ccccc3)n[nH]c2=S)c1
CS[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-].[Na+].[Na+]
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Cl)cc2)cc1
C[C@H]1CN(CCc2ccccc2)CC[C@@]1(C)c1cccc(O)c1
Cn1nc(S(N)(=O)=O)s/c1=N/SC(=S)N1CCOCC1
COc1ccc(C[C@H](NC(=O)[C@H](C)CS)B(O)O)cc1
Cc1cc(Cl)cc2[nH]c(-c3cnc4ccccc4n3)nc12
Cn1nc(-c2cccnc2)c2ncc(OCc3ccccn3)nc21
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC1
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3nc(CF)co3)ccc2F)N=C1N
Clc1ccc(-c2nc(N3CCCCC3)c3nc[nH]c3n2)cc1
N#CC(C#N)=C1N(CCCN2CCCCC2)CCN1Cc1cccc2ccccc12
COc1ccc(S(=O)(=O)Nc2cccc(CC(=O)O)c2)c2ccccc12
Cc1ncccc1OC[C@@H]1CCCN1
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4CCC[C@]35C)[C@@H]1CCC2=O
CC(C)(C)c1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1
COc1ccccc1-c1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OC
COc1ccc(Nc2ncc(CNc3ccccc3)cc2-c2nc(C)nc3[nH]cnc23)cn1
CCc1nn(Cc2ccc(S(=O)(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c(CC)c1CC(=O)O
c1cnc2ccc(Cn3nnc4nccnc43)cc2c1
CCCCCc1cc(O)c2c(c1)CC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
COc1cccc(C(=O)NCCCCN2CCN(c3ccc(Cl)cc3)CC2)c1
CC(C)(C)OC(=O)NCCCOc1ccc(S(N)(=O)=O)cc1
Oc1ccc2c3c1O[C@H]1c4c(c5cccc6c5n4CCCC6)C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1
Cc1cccc(/C=N/c2ccc(S(N)(=O)=O)cc2)c1O
COC(=O)[C@]1(c2ccccc2)C[C@@H]1CN1CCC(O)(c2ccc(Cl)cc2)CC1
O=C(c1ccc2c(CN3CCN(C4CCC4)CC3)c[nH]c2c1)N1CCOCC1
c1ccc2c(c1)CC2CCN1CCN(c2cccc3c2OCCO3)CC1
O=C(O)COc1cccc(-c2ccccc2-c2cc(-c3ccccc3)c(-c3ccccc3)o2)c1
C[C@@H]1CCCN1CCCOc1ccc(-c2cn[nH]c(=O)c2)cc1
Cl.Cl.OCCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13
Nc1nc(C2CCCC2)cc(N2CC[C@@H](N)C2)n1
Cc1ccccc1NC(=N)Nc1ccccc1C
C1=C(CCN2CCOCC2)c2ccccc2/C1=C/c1ccc2c3c(cccc13)CC2
Fc1ccc(-c2nnc(-c3ccc([C@H]4CNCCO4)cc3)o2)cc1
OB(CCc1ccccc1)c1ccccc1
COc1ccc(S(=O)(=O)c2ccc(NC3=NCCN3)cc2)cc1
C[C@@H](C[C@H]1COC(N)=N1)Oc1ccc(F)cc1F
O=C([O-])C1C/C(=C2\CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1.[Na+]
O=[N+]([O-])c1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1
C[C@H]1O[C@@H](Nc2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1O
CC(C)NC(=O)N1CC[C@@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1
O=C(/C=C/c1ccc(C(F)(F)F)nc1N1CCOCC1)Nc1ccc2cccnc2c1
Cc1cccc(NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)n1
O=C(CCCCC#Cc1ccncc1)c1ncc(-c2ccccn2)o1
NS(=O)(=O)c1ccc(NC(=S)Nc2cccc(I)c2)cc1
C=CCN1C(=O)N2CC(C)N=C2c2[nH]c(-c3cc(OC)nn3C)nc21
COc1cc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2F)cc(C#N)n1
CCCC(C)(C)c1ccc(-c2cc(C)ccc2C(C)C)c(O)c1
CCC(=O)NCC1CCc2ccccc2N1Cc1ccccc1
COc1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1OC.Cl
O=C(O)CCC(O)c1ccc(OCc2cccc(Br)c2)cc1
COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C=C(\C)c4ccsc4)CC3)[C@@H]1CO2
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccc(F)c(Cl)c4)C[C@H]2C3)c1
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc(Cl)c2)CC1
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1cccnc1N2
O=C(CCCN1CCCN(c2ccc(Cl)cn2)CC1)c1ccc(F)cc1
CN(C)Cc1nc2c(sc3ccc(N4CCCCC4)cc32)c(=O)[nH]1
CCCCNc1cc(-c2c[nH]c3ncccc23)ncn1
Cl.Fc1cccc(-c2cc(C3CC4CCC3N4)cnc2F)c1
Cc1nn(C)c(C)c1-c1cc(NS(=O)(=O)c2ccccn2)cc(-c2ccnc3nc[nH]c23)c1F
CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21
C[C@@H]1CNC[C@H]2Cc3ccc(C(F)(F)F)cc3N21
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCC)c1=O
C1=C(c2ccc(OCCCN3CCCCC3)cc2)CCC1
CCN1CCN(C2Cn3cccc3Sc3ccc(Br)cc32)CC1
CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1ccc(F)cc1.Cl
CN1C2CC[C@@H]1C[C@@H](c1ccc(F)cc1)C2c1ccc(F)cc1
O=S(=O)(c1ccc(F)cc1)N1CCC[C@@H]1CCCN1CCN(c2ccc(Cl)cc2)CC1
CCN(C(C)=O)c1ccc(Nc2nc(NC3CC3)c3nc[nH]c3n2)cc1
O=C1NCN(c2ccccc2)C12CCN(Cc1c(Cl)cccc1Cl)CC2
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)c(Cl)c1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
CC(C)(CN(CC(=O)NC(CCCN=C(N)N)B(O)O)C(=O)CCc1ccccc1)c1ccccc1
CN(C)c1cc[n+](-c2ccncc2S(N)(=O)=O)cc1.[Cl-]
CCCN(CCC)Cc1sc(Nc2c(Cl)cc(Cl)cc2Cl)nc1C(F)(F)F
COC(=O)C(c1ccccc1)C1CCCCN1
COc1ccc(Br)cc1-c1nc(CNCC2CCN(Cc3ccccc3)C2)co1
COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
COc1ccc(SC)cc1C(=O)NC[C@@H]1CCCN1CCc1ccccc1
Cc1ccc(C(=O)C(=O)c2ccccc2)cc1
COc1cc(/C=C/C(=O)Nc2ccc3oc(=O)ccc3c2)cc(OC)c1OC
COc1cc(S(N)(=O)=O)cc(OC)c1OCCC(N)C1COc2ccccc2O1
CCC(C)[C@H](NC(=O)c1cccc(C(N)=O)c1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)F)cc2)s1
CCC(C)Oc1nccc2n[nH]c(C3CC3)c12
CNC(=O)[C@@H](NC(=O)[C@H](CCCCOc1ccc(Cl)c(Cl)c1)CC(=O)NO)C(C)(C)C
N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1
NS(=O)(=O)c1ccc(C(=O)N2CCN(C(=O)c3ccccc3)[C@@H](Cc3ccccc3)C2)cc1
N#C[C@@H]1CCCN1C(=O)CNC1CCCC1
CC(C)CCN1C(=O)C(NC(=O)Nc2ccccc2)C(=O)N(Cc2ccccc2)c2ccccc21
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCC[C@H]3N)CC1
Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc([N+](=O)[O-])cc3)nc12
O=C1CN(c2cccc(-c3n[nH]c4cnc(-c5cccnc5)cc34)n2)CCN1
CC(C)[C@H]1CC[C@@H](N2CCC(N3CCc4ccccc43)CC2)CC1
O=C(O)Cc1c2n(c3ccccc13)C[C@H](N(CC(F)(F)F)S(=O)(=O)c1ccc(F)cc1)CC2
O=C(Nc1ccc(C(=O)N2CCCCc3ccccc32)cc1)c1ccccc1-c1ccccc1
CCCC[Si](C)(C)c1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2
c1ccc([C@H]2CC[C@@H](NC3CCc4ccccc4CC3)CC2)cc1
Cl.Cl.Clc1cccc2c1CN(CC1=NCCN1)CC2
CN1CCC(NC(=O)c2cc(Cl)cc3[nH]cnc23)CC1
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(C#C[Si](C)(C)C)ccc1-2
CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1Cc1ccc2ccc(C(=N)N)cc2c1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
CC(C)N(C(=O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(C(=O)O)ccc4[C@H]3CC[C@]12C)C(C)C
COc1cc(N2Cc3nn(-c4ccc(Cl)cc4)nc3C2=O)ccc1OCCN1CCCC1
CCCCCC1=NN(C(=O)NC2C3CC4CC(C3)CC2C4)CC1c1ccccc1
Cl.Cl.Clc1cn2ccnc2c(N2CCNCC2)n1
C/C(=C\C(=O)O)c1cc2cccc(-c3cc(C(C)C)cc(C(C)C)c3OCC(F)F)c2o1
COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1OC
COc1cc2c(cc1OC)C(c1ccc([N+](=O)[O-])cc1)N(S(N)(=O)=O)CC2
Cc1c(C(=O)NC2CCCc3ccccc32)oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc12
Cl.O=C(CCCCN1CCN(c2ccccc2O)CC1)n1c2ccccc2c2ccccc21
Cl.Clc1ccc(OCC2CCN(CC3CC3)CC2)cc1Cl
Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1
O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ncncn2)CC1
O=C(O)c1cccc(Cn2c(-c3ccccc3)n[nH]c2=S)c1
O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12
CCN(C)CCc1c(-c2cccs2)[nH]c2ccccc12
CCc1nn(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)c(CC)c1CC(=O)O
NS(=O)(=O)c1ccc(/N=C/c2ccc(-c3ccccc3)cc2)c(F)c1
CO[C@@H](C)CN1CC[C@@]2(C)c3ccc(O)cc3C[C@@H]1C2(C)C
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1cccc(N)c1.Cl
COc1cccc(/C=C/c2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)c1
C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2CC#N
O=C1NCCOc2c1nn(-c1ccccc1Cl)c2-c1ccc(Cl)cc1
O=C(c1ccccc1-c1cccs1)N1C2CCC1[C@H](COc1ccc(F)cn1)C2
Cc1ccc(OCc2nc(N)nc(N3CCN(C)CC3)n2)cc1
COc1ccccc1N1CCN(CCCCNC(=O)/C=C/C=C/c2ccccc2)CC1
CC(C)CN(Cc1cc(Cl)c2c(c1)CCCCO2)C(=O)C1CCCN(Cc2ccccc2)C1
C[C@]12CCC(=O)C(O)=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
Br.CN1CCc2ccc(Cl)c3c2C(CCCC3)C1
Nc1nc(-c2ccco2)c2nnn(Cc3cccc(C(F)(F)F)c3)c2n1
CN(C)S(=O)(=O)N1CCC[C@@H]2CN3CCc4ccccc4[C@@H]3C[C@@H]21
COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-c2cccs2)n1
c1ccc(CN2CCC(n3cnc(-c4ccccc4)c3)CC2)cc1
CNC(=O)N1CCC(n2c(=O)n(C)c3cnc4ccc(-c5ccc(N(C)C)nc5)nc4c32)CC1
Cc1cn([C@H]2C=C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC(O)C(O)C3)n2)n1
CCC(CC)C[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O
COc1ccccc1N1CCN(CC2CC(=O)c3ccsc3C2)CC1.Cl
CCCCNc1cc(-c2ccncc2)cc2[nH]nc(N)c12
Cc1nc2c([C@H](C)c3ccc(C(F)(F)F)cc3)n[nH]c2c(=O)[nH]1
Clc1cccc(N2CCN(Cc3ccccc3)CC2)c1
Cc1ccc2c(N3CCN(CCc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1
CCN(CC)CCCOc1ccc(-c2ccc(C(=O)N3CCCC3C)cc2)cc1
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2S(=O)(=O)C(F)(F)F
Cc1c(-c2ccccc2)nc(O)n1C1CCN(Cc2cccc(Cl)c2)CC1
CCCN1CCN(c2ccc3c(c2)C(N(CCC)C(=O)OCc2ccccc2)CCC3)CC1
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1
Nc1cc(-n2nnnc2C(=O)Nc2ccc(C(=O)N3CCCC3)cc2F)ccc1Cl
NS(=O)(=O)c1ccc(OP(=O)(c2ccccc2)N2CCCC2)cc1
Cc1ccc(C(N)=O)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
O=C(c1c(F)cccc1-c1ncccn1)N1CC2CC(Oc3ccc(Br)cn3)C1C2
N=C(N)c1ccc(-n2c3ccccc3c3ccc(OCc4ccc5ccc(C(=N)N)cc5c4)cc32)cc1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
Cc1cncc(-c2cccc(C3(c4ccccc4)NC(=N)N(C)C3=O)c2)c1
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1
O=S(=O)(NO)c1cccc(C(F)(F)F)c1
NS(=O)(=O)c1ccc(CCNCc2ccc(Cl)cc2)cc1
CS(=O)(=O)C1CCN(Cc2cc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3s2)CC1
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12
Nc1ncnc2scc(C(=O)Nc3ccc(NC(=O)Nc4ccccc4)cc3)c12
CN1CCC(n2cc(S(=O)(=O)c3cccc(Cl)c3)c3cccnc32)C1
Cc1c([C@@H](C)Nc2nnc(C)c3cnc(N4CCNCC4)cc23)cccc1C(F)(F)F
Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCC3
NCc1cc(Nc2ncnc(-c3ccccc3)n2)ccc1O
C[C@@]12[C@H]3C[C@H]([C@H](O)C3)[C@@H]1CN(c1ccc(C#N)c(C(F)(F)F)c1)S2(=O)=O
O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)Nc1ccc(F)cc1
O=C(NCCCN1CCN(c2ccccc2F)CC1)c1ccncc1
O=C(NCCCCNc1ccc([N+](=O)[O-])c2nonc12)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12
Cc1ccc(S(=O)(=O)C/C(=N\Nc2ccc(S(N)(=O)=O)cc2)c2ccc(F)cc2)cc1
CN(C)C1CCc2c(c3ccccc3n2S(=O)(=O)c2cccc(Cl)c2)C1
O=c1ccn(C/C=C/c2ccccc2)c(=O)n1Cc1cc(Cl)cc(Cl)c1
CN1CCN(c2ccc(Nc3c(CO)cnc4ccccc34)cc2)CC1(C)C
CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(F)c(C(F)(F)F)c1)Oc1ccccc1-3
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4sc(NC5CCCC5)nc4C)n3)nc2)CC1
O=S(=O)(Nc1cc(F)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1
CCc1ccc(CN2CCN(CC(=O)N3c4ccccc4C[C@H]3C)CC2)cc1
Cc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=O)N2CCSc2ccc(C(=O)O)s2)c1
CCCc1c(OCCCOc2ccc(OC(C)C(=O)O)cc2)ccc2c(-c3ccccc3)noc12
C[C@H]1Cn2c(nnc2-c2cscn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl
O[C@@H]1c2ccc(F)cc2C[C@H]1N1CCN(c2cccc3c2OCCO3)CC1
NS(=O)(=O)c1ccc(O)c(NC(=O)NC2CCCC2)c1
OC[C@H]1O[C@@H](n2cnc3c(N4CCN(c5ccc(-c6ccccc6)cc5)CC4)ccnc32)[C@H](O)[C@@H]1O
CN1CCN(c2nc(NCCS(=O)(=O)Nc3ccccc3)c3cc(Cl)c(Cl)cc3n2)CC1
O=C(O)CC(NC(=O)C1CC(=O)N(c2cccc(NC3=NCCN3)c2)C1)c1cccnc1
O=C(NCCCn1ccnc1)c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1
COc1ccccc1N1CCN(CCCCCC(=O)Nc2cccc(C(C)(C)C)c2)CC1.Cl
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCCNC(=O)[C@H](N)Cc1ccc(O)cc1
c1cc(OC[C@H]2CN(C3CCCC3)CCO2)ccc1CN1CCOCC1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
C[C@H](NS(=O)(=O)c1ccccc1)C(=O)NC1=NN=C(c2ccc(Cl)cc2)CS1
CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3ncn(C)c3n2)cc1
CCCCCCCCCCCCCCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1
O=C(OCCCF)C1C2CCC(CC1c1cccc(/C=C\I)c1)N2
CO[C@@H]1CCN(c2c(NC(=O)c3nc(-c4c(F)cccc4F)sc3N)cnn2C)CC[C@H]1N
